precision,recall,f1-score,support
0.9661971830985916,1.0,0.982808022922636,343.0
0.0,0.0,0.0,12.0
0.9661971830985916,0.9661971830985916,0.9661971830985916,0.9661971830985916
0.4830985915492958,0.5,0.491404011461318,355.0
0.9335369966276532,0.9661971830985916,0.949586343274547,355.0
