precision,recall,f1-score,support
0.9830985915492958,1.0,0.9914772727272728,349.0
0.0,0.0,0.0,6.0
0.9830985915492958,0.9830985915492958,0.9830985915492958,0.9830985915492958
0.4915492957746479,0.5,0.4957386363636363,355.0
0.9664828407062092,0.9830985915492958,0.9747199103713188,355.0
