precision,recall,f1-score,support
0.9746478873239436,1.0,0.9871611982881596,346.0
0.0,0.0,0.0,9.0
0.9746478873239436,0.9746478873239436,0.9746478873239436,0.9746478873239436
0.4873239436619718,0.5,0.4935805991440798,355.0
0.9499385042650268,0.9746478873239436,0.9621345763597275,355.0
